price,bedrooms,bathrooms,sqft_living,sqft_lot
555000,2,2.25,1160,954
312500,2,1.5,1070,1200
450000,2,1,950,4560
739000,3,2.75,2950,6667
320000,3,2,1420,1716
235000,3,1,1590,13000
275500,4,1,1290,5000
564000,2,2,1690,4500
263000,4,1.75,1340,8700
257000,3,1.75,1397,18000
725000,4,2.5,3750,218506
300000,3,2.25,2000,7560
328000,3,2,2250,7904
187500,3,1,840,8400
400000,3,1,1100,5100
515000,3,1.5,1660,5100
1.41E+06,2,2,2180,18525
235000,3,1,1460,8400
669000,4,2.5,2470,4945
282000,3,1,1250,13503
663000,3,2,1480,3876
279900,3,3.25,2240,5000
335000,3,2,1570,7200
689000,4,2.75,3250,10000
413100,3,2.25,1790,231303
506950,3,2.5,2080,4931
500000,3,2.5,1480,1171
540000,5,3,3610,9775
812000,3,2.5,2040,4559
1.20E+06,4,3.25,3850,19842
370000,3,2.25,3230,35306
338000,3,2,2440,23512
185000,4,1,1490,6600
450000,3,1,1150,35415
451000,2,1,900,6000
785000,4,2.5,3210,24527
850000,5,3,3900,5250
235000,3,1,1240,18000
1.15E+06,3,1.75,1760,6788
377500,3,2.25,1410,1377
825500,3,2.5,2780,11964
1.06E+06,5,3.25,3230,3825
880000,5,3.5,4600,8764
413800,3,2,1440,4421
504200,2,1.5,1200,1687
421500,4,3,2793,5703
855169,4,2.5,2970,5050
380000,3,2,1440,3218
580000,3,2.25,1480,1026
377000,3,2.5,1870,5333
329900,4,2.75,2475,4000
921800,4,2.5,2950,7024
529500,3,2.25,1410,905
363990,4,2.5,2240,3712
834950,5,2.75,3230,6500
399000,3,2,2100,31550
338900,3,2.25,1936,9495
419950,3,2.5,3120,6000
493000,4,2.5,2070,4270
650000,4,2.5,3700,4500
456000,3,2.5,2130,5205
425000,3,2.25,1620,997
348000,3,2.5,1490,2478
1.04E+06,5,4,4180,7232
299000,2,2.5,1400,1262
1.26E+06,4,3.75,3490,9170
155000,3,1,1300,6098
319500,4,2.5,2730,4962
274000,3,2.5,1830,2517
429000,5,2.5,2340,4500
267800,3,1.75,1410,1899
369950,3,2.5,1930,8254
480000,6,5,3028,18055
440000,4,3.5,3180,4869
839704,4,3.25,2950,4161
535000,3,3.25,1430,1276
290000,2,1.5,1020,1275
370000,3,2.5,1650,1793
405000,3,2,1060,651
499431,4,2.75,2620,6019
275000,4,2.5,1830,3868
320000,3,2.25,998,844
425000,4,2.5,2070,4427
1.45E+06,4,3.5,2860,2199
340000,3,2,1920,5688
299900,3,2.5,1210,2046
865950,5,3.5,4890,12039
720000,4,2.5,3420,17038
460000,4,3.5,2870,3225
375000,3,2.5,1600,2042
386180,2,1.5,960,1829
280000,3,2.75,1740,5639
359000,4,2.5,2575,4725
785000,5,3.25,3660,11995
425000,3,2.25,1420,1230
575000,5,2.5,3070,7200
465000,3,2.5,1920,144619
1.85E+06,4,3.25,4160,10335
720000,4,3.25,3276,10801
390000,5,3.75,2890,5000
2.21E+06,3,2.5,3430,10177
1.05E+06,4,3.5,3390,3979
915000,6,3.75,2930,14980
562000,2,2.25,1300,1314
349000,2,1.75,1250,1208
375000,4,2.5,2310,7800
479950,2,2.25,1360,1336
319000,4,2.5,2020,5100
325000,3,1.5,1270,1067
505657,4,2.75,2790,8092
340000,4,2.5,2320,4142
250000,3,2.5,1750,6351
349500,4,2.5,2030,4596
290750,3,2.5,1270,865
715000,5,3.25,2710,2356
689950,4,2.75,2520,8433
425000,2,2.5,1340,1263
657000,2,3,1570,1281
359950,4,3.5,2690,5564
319900,4,2.75,2475,4276
532000,3,3.75,2260,2050
291000,2,1,840,863
675000,3,3.25,1720,1330
885000,3,2.25,2940,6500
1.45E+06,5,3.5,4170,9090
780000,6,4.25,4310,10000
839950,4,2.75,3010,7200
645000,3,2.5,2170,1984
263000,3,2.5,1584,3200
345000,2,2.25,1110,1290
505000,4,2.5,2420,5006
522500,2,2.25,1430,1210
400000,3,2.5,2393,4788
543000,3,2.25,1240,949
495000,4,2.5,2980,12075
549995,4,3.5,2970,6587
327555,3,2.5,2329,5720
690000,5,3.25,3340,9075
673000,4,2.25,2580,2875
384435,3,2.5,2029,3906
780000,4,2.75,3430,6500
1.38E+06,5,3.75,3330,5042
950968,5,3.5,3220,5081
334950,2,2.25,1240,750
489000,3,3.5,1500,1249
600000,3,3,3530,8345
282000,3,2.25,1260,915
442000,4,4,4168,8485
220000,2,1.5,1030,2850
489000,3,2.5,3080,5598
250000,3,1.5,1072,4339
484259,4,2.75,2790,5000
1.68E+06,3,2.5,4090,16972
450000,3,2.5,1800,4357
299000,2,1.5,830,1276
450000,3,2.5,2280,4557
585000,4,3,2110,1286
660000,3,2.25,1570,1680
301500,2,1.5,830,1333
949950,4,3.75,4120,8258
759990,4,2.5,2540,5760
355000,4,2.75,2050,4000
889950,4,2.75,3080,7242
629800,3,2.5,2390,1984
745000,4,2.5,3170,5100
379900,2,1.5,1240,1331
335000,3,2.5,1090,1139
809000,5,4.5,4630,6324
569950,4,2.5,3230,5899
723000,4,3.5,3510,9263
282000,4,2.5,1785,2552
569900,5,3.25,2360,3873
385000,4,2,2340,9716
420000,3,2.25,1620,1075
2.25E+06,3,3.25,3890,3452
1.21E+06,4,3.5,3590,5335
292000,4,3,1984,4460
645000,3,2.25,1640,1023
304500,4,2,1350,942
489500,4,3.5,2730,5707
1.58E+06,4,4,5610,11063
390000,2,1,962,1992
815000,4,3.5,3040,4006
719000,3,3.5,2540,10578
331210,4,2.5,2240,4800
245000,3,1.5,1260,1270
465000,5,4,3210,7200
580000,3,2.5,1620,1171
540000,3,2,1580,1972
399000,3,2.5,1430,1250
328000,4,2.5,1850,5388
701000,4,2.5,3340,5314
408000,3,2.75,2670,4800
2.64E+06,5,4.25,4660,16200
445000,3,2.5,1550,930
672500,4,2.5,3470,6651
538000,3,2.5,3010,7014
450000,5,3.5,3931,9497
362500,3,2.5,1800,2700
414950,3,2.5,1570,1551
679950,3,2.5,2230,3939
290000,4,2.5,2423,7292
230000,3,2,1160,1174
439950,2,2,1440,4666
349900,4,2.5,2052,3723
550000,5,2.5,2780,9272
1.05E+06,4,4.25,3720,5750
655000,2,2.25,1460,1851
385000,3,3.5,1370,1540
729999,6,4.5,3600,6110
523950,3,2.25,1420,1282
369000,2,2.5,980,895
509900,3,2.5,1790,2700
282000,3,2.5,2010,5399
387865,3,2.5,2370,4200
385000,4,2.5,2560,6238
536000,3,2.5,1900,6224
395000,2,2.25,1350,1493
545000,4,2.75,2650,6717
715000,4,2.5,3020,7035
348000,3,2.5,1500,2255
455000,3,1.75,1320,1014
575000,4,2.75,3120,7644
449950,3,2.25,1540,1270
364000,3,2.5,1800,2790
932990,4,2.5,3640,6389
710000,3,2.5,2440,4153
949990,4,4,3970,7314
326989,3,2.5,2060,4200
335606,3,2.5,2538,4600
1.53E+06,5,4.5,4270,8076
299950,3,2.5,1320,3150
962000,4,2.75,3340,5700
395825,2,2.5,1590,1679
419354,5,2.75,2710,4500
920000,4,2.75,3140,7258
366000,3,2.25,1445,1028
480000,4,2.5,2430,5000
388000,3,3.25,1370,915
2.32E+06,4,3.5,5050,9520
730000,3,2.5,1860,1290
950000,5,3.75,5330,6000
358990,3,3.25,1710,2171
398651,4,2.5,2650,4120
530000,4,2.5,2590,7891
610360,4,2.5,2610,5562
436110,3,2.5,1770,1235
925000,4,2.75,3730,8014
449950,4,2.5,2420,5244
760000,4,2.5,3330,7399
293000,3,2.25,1910,3481
695000,2,2.5,2170,7665
285000,3,2.5,2437,5136
1.26E+06,5,4,4180,12042
379900,3,2.5,1800,2791
472000,5,2.5,2570,7412
300000,4,2.5,2090,5195
272000,4,2.5,2789,3960
418395,4,2.5,2906,5893
465000,5,2.5,2550,6405
659950,4,2.75,3550,9400
484950,3,2.25,1590,926
359000,3,2.25,1950,1968
519000,4,2.5,3250,4500
1.71E+06,5,4.5,4590,14685
535000,4,2.75,3070,7201
622950,4,3.25,3030,7644
515000,3,2.5,2610,5845
330000,4,3.5,3150,6202
318000,3,1.5,1240,983
439000,3,2.5,1680,2801
540000,3,2.5,2220,5279
1.08E+06,4,3.25,4800,12727
435000,4,2.5,3100,4699
2.70E+06,4,4,7850,89651
1.10E+06,4,2.75,3590,5625
293467,4,2,1590,942
328000,3,2.5,2242,4800
550000,3,3.5,2490,3582
649000,3,2,1530,1442
435000,4,2.5,2150,3143
625000,3,2.5,2440,4800
415000,3,1.5,1270,1483
400000,3,2.25,1450,4706
979000,3,2.5,2690,4047
625250,4,2.5,2755,4831
665000,4,3.5,2650,3474
589500,3,3.25,2310,3075
437000,2,3,1460,1452
320000,3,1,1400,9000
333500,3,2.5,2196,7475
430000,3,2.25,2020,2750
995500,5,4.5,4280,8465
427874,3,3,2340,5002
334990,4,2.5,2220,4228
909500,4,4,4420,5940
210000,3,2,1580,4961
952990,4,2.75,3550,6558
622500,2,1.75,1510,851
515000,3,3.5,1360,1419
350000,3,2.5,2040,13590
310000,1,1.5,1120,912
700000,4,3.5,4490,5099
907687,4,2.5,3560,6786
741500,2,2.5,2150,5760
395000,3,2.5,2130,5088
559950,5,2.75,2990,6370
215000,4,2.5,1847,8000
390000,4,2.5,2610,7227
425000,3,2.25,1670,107157
472000,3,2.5,1860,415126
1.33E+06,4,3.5,3440,9776
695000,4,3.5,3510,9364
545000,3,2.5,1740,1279
389950,4,2.5,2240,5500
380000,3,2.25,1550,1485
288790,4,2,1390,745
432500,3,3,2500,6000
615000,3,3.5,2710,3326
500000,3,2.5,1720,3012
615000,3,2.25,1760,1146
500000,4,2.25,2270,8196
622000,3,3.5,1690,1765
802945,5,3.5,4000,9234
1.26E+06,4,2.5,2880,9003
598950,3,2.5,1480,1531
430000,3,2.5,1950,4949
515000,4,2.75,2700,5150
1.26E+06,2,3,2210,3917
400000,4,3.5,2370,3692
390000,3,2.5,1310,1254
450000,3,2.5,2410,4293
804995,5,1.5,3360,5402
825000,4,3.25,3040,4155
435000,4,2.25,2140,6355
398000,3,2.5,1720,1715
411605,4,2.5,2658,3960
315000,3,3.25,1480,983
455000,2,2,1350,1209
452950,3,2.5,1150,1194
380000,3,1.75,1690,1468
340000,2,1.75,1270,1916
409950,3,2.5,2655,5080
360000,2,1,880,1165
1.60E+06,4,4.25,4645,7757
440000,3,1.5,1270,1443
730000,2,1.75,1728,95950
408000,3,2.25,1950,7221
820000,4,2.5,3170,3862
360000,2,2.5,1233,1244
339990,3,2.5,2570,4600
515000,3,2,1560,1020
541000,3,1.75,1630,1166
375000,4,2.5,2510,7245
320000,4,2.5,2223,5780
325000,2,2.25,1230,1058
740000,5,2.75,3050,7520
450000,5,2.75,2710,6220
455000,4,2.5,2090,4400
292500,3,2.5,1440,1068
650000,3,2.5,2500,51836
530000,4,2.75,2740,7872
829995,5,3.25,3360,6120
395000,4,2.75,2280,5013
859990,4,2.75,3520,5500
342500,2,1.5,1320,826
743000,4,2.75,3410,5838
345000,3,2.25,2730,9388
443000,3,2.5,1780,2778
260000,3,2.5,1427,4337
810000,4,2.5,2910,6555
570000,4,2.75,3250,5600
1.56E+06,5,3.5,3630,8100
840000,2,2.5,1680,975
950000,3,2.5,2280,2296
572800,3,2.5,3310,4682
305000,3,3,1290,1112
1.70E+06,5,4.75,3940,7067
445000,4,2.5,2170,6000
801000,4,3.5,3290,8059
711000,3,2.5,2550,5376
268500,3,2.25,1140,977
320000,4,2.5,2300,3825
500000,4,3.25,2670,5001
631625,4,2.5,2440,6651
850000,2,2.5,1611,2210
600000,3,3.5,2710,3290
988500,3,2.75,2015,16807
430236,4,3.25,3444,5166
1.27E+06,3,2.5,3060,9576
689500,4,2.5,2050,2772
175003,3,1.5,1390,1882
459000,2,2.5,1240,1249
1.18E+06,4,3.25,3750,74052
358000,3,3.25,1410,1442
447055,4,2.5,2448,4949
415000,3,2.75,2600,64626
1.21E+06,4,3.25,3330,9000
495000,2,2.25,1160,1010
479000,2,2.25,1330,1380
1.90E+06,3,2.5,2830,4334
249900,3,2.5,1610,3517
1.47E+06,4,2.5,2800,4000
1.04E+06,5,3.75,4570,10194
897000,4,2.5,2820,6120
1.10E+06,4,2.5,2570,9470
685000,3,2.25,1710,1193
295000,3,1.5,1220,3286
619000,3,2.25,1650,946
439108,2,1.5,1130,1340
260000,3,2.25,1489,2800
279000,5,2.5,2690,5557
380000,3,2.25,1530,1305
287000,3,2.5,1600,6315
377000,2,1.5,1000,1251
649950,4,3.5,2440,3012
445000,3,2.5,1260,1102
605000,3,2.5,1660,1692
475000,3,2.25,1190,1137
399000,3,3,1520,1884
718000,5,2.75,3250,8100
1.40E+06,4,3.25,4700,9160
341000,3,2.5,1480,1663
818000,2,2.5,2380,9374
759000,3,2.25,1640,1873
547500,3,3.5,1650,2262
2.70E+06,5,4.75,5305,8401
358000,2,2.5,1278,987
412000,3,2.5,1200,813
245000,2,1.5,690,1058
460940,4,2.5,3202,4964
321000,3,2.25,1347,1292
633634,4,3.5,2960,6000
290000,1,0.75,740,1284
445000,2,2.25,1200,1137
887250,5,3.5,4320,7502
739000,3,2.5,2310,7348
429900,3,2,1490,1286
459000,3,2,1480,800
240000,3,2.25,1481,2820
566950,3,3,1730,1902
1.04E+06,4,3.5,3900,8391
343000,3,3.5,1130,1449
572115,4,3.25,3230,4838
918000,5,3.5,3920,5150
555000,2,1.5,1190,1361
399440,4,2.5,2311,4396
450000,3,2.5,1810,914
648000,4,2.5,3290,6203
580000,4,2.5,3250,5000
415000,4,2.5,2544,4071
527500,3,2.5,1380,1389
384000,3,2.25,1430,800
692000,3,2.5,3490,28213
455000,2,1.5,910,966
1.28E+06,4,3.25,3080,4120
415000,3,2.5,2280,6031
975000,3,2.5,1660,1344
799950,4,2.5,3320,7429
545000,5,4,1680,7268
429900,4,3.5,2584,5005
275000,3,2.5,2217,8019
498000,3,2.5,2480,4136
754950,3,2.5,2610,7256
895000,4,3,3240,5562
580000,4,3.25,3569,8327
379900,4,2.5,3181,5831
245000,4,2.5,1921,4888
417000,3,2.5,1570,4926
555000,3,2.5,1940,3211
555000,3,2.5,1940,3211
353000,4,2.5,2210,13721
539000,3,2.25,1280,1187
434900,3,2,1520,5040
325000,2,2.25,1230,1078
650000,3,2.5,1480,2159
379950,4,2.5,2612,5850
700000,3,2.5,2350,4975
675000,3,2.5,1300,1590
379000,4,1.5,2020,7560
571000,3,2.5,2140,2867
475000,3,2.25,1380,1621
769900,4,3.5,2730,3047
633000,4,3.5,4220,5817
635000,3,2.5,1570,1433
1.24E+06,4,3.5,4670,6000
524000,3,2.25,1370,1007
485000,4,3.5,3273,5115
1.03E+06,3,4,3880,13095
650000,3,3.5,1494,1262
754842,3,2.5,2930,5641
428900,4,2.5,2598,5553
329900,3,2.5,2242,4995
1.04E+06,4,2.5,2830,5932
544999,4,2.5,2710,6937
449950,4,2.75,2320,4344
635000,4,2.5,2720,7991
599000,3,1.75,1650,1180
478000,3,3.25,1430,1348
388000,4,2.5,2090,5040
809950,4,3.5,3660,4903
1.06E+06,4,3.5,4220,8417
659000,2,2.5,1450,1213
971971,4,3.75,3460,6738
389000,3,2.5,1350,874
355000,4,2.75,3000,5470
551500,4,2.5,2950,10003
417838,4,2.5,2530,5048
1.75E+06,4,4.5,4650,7660
399950,2,1,710,1131
740000,4,2.5,3050,8000
335000,3,2.5,1150,683
2.25E+06,5,5.25,3410,8118
667000,3,1.75,1370,1921
920000,4,2.5,3540,7009
368000,3,2.5,1370,1350
307000,4,2.5,1714,3080
550000,4,2.75,3650,4534
594491,4,2.5,2990,6037
460458,4,2.5,3284,6516
859000,4,2.25,3550,13900
399950,3,3,1860,2875
547500,3,3.25,1720,1977
310000,3,2.5,2540,4775
939000,4,2.75,3270,12880
329900,2,2.5,980,1021
436000,3,2.5,1150,1193
320000,3,2.5,1820,1855
375000,3,2.5,1580,3825
392137,3,2,1460,3696
520000,4,2.5,2900,4950
535000,5,2.75,2620,6389
407000,2,2.5,1340,999
424950,4,3.25,3266,5398
290000,2,1.5,1076,1060
399000,3,3.25,1680,1478
439990,3,2.5,1930,1348
635000,4,2.5,2880,3091
635000,4,2.25,2240,5000
351000,3,2.5,2594,4455
437500,2,1.5,1210,1232
919204,4,3.5,3760,5000
923990,4,2.5,3600,6055
639888,4,2.5,2050,2772
675000,3,3.25,1510,2064
899900,4,2.5,2580,3909
252000,3,2.5,1670,4020
925000,4,2.5,3190,10034
552000,3,2.5,1280,1920
388500,4,2.5,2718,6197
548000,2,2,1370,1878
254950,3,2.5,1794,4769
1.24E+06,4,4.5,5120,41327
629000,3,2.5,2160,1912
734000,4,2.5,2180,7204
309000,3,2.25,1490,1294
554950,3,2.5,2950,10254
785000,3,2.75,2990,207781
550000,4,2.5,2700,5150
1.01E+06,4,3.5,3130,5000
1.58E+06,3,2,3620,14250
309000,5,2.75,2481,4045
328423,3,2.5,1730,3600
345000,3,1.5,1420,1192
660000,5,3.5,3160,5175
385000,3,3.25,1320,1327
459000,2,2.25,1010,1107
248000,3,2.5,1870,4046
1.48E+06,4,3.5,5220,15411
379000,4,2.5,2260,5824
2.95E+06,5,4.5,4340,5722
395000,2,2.25,1620,1841
535000,3,2.5,2280,2289
970000,5,3.5,3400,9804
205000,2,1.5,830,1020
310000,4,2.5,2310,7384
334500,2,1.5,830,1858
995000,5,3.25,4130,7197
370228,4,3,2050,4000
383000,4,2.5,2050,4953
384500,3,2.5,1600,2610
865000,5,2.5,3190,8160
1.05E+06,4,3.75,3860,5474
502000,4,2.5,2040,5616
1.75E+06,4,3.5,3845,8400
569995,4,2.5,2650,6875
749950,4,2.5,3430,64441
550000,3,2.5,2430,5400
525000,3,3.5,2876,5086
516000,4,3.5,2550,8698
1.35E+06,4,3.75,4100,61419
440000,4,2.5,2730,4526
660000,3,2.5,1780,1729
261950,3,2.5,1880,5000
551000,5,3.75,3090,4943
665000,3,3.5,2460,14155
610000,4,3.5,2910,5260
645000,4,3.5,2910,5260
536751,3,1.75,1930,6360
260000,3,2.25,1413,3403
1.31E+06,3,3.25,4030,6300
429900,4,3.25,2880,5929
535000,4,2.75,2360,15100
462550,2,1.75,1070,1276
602000,3,3.25,1460,1367
730000,4,2.75,3800,9606
300500,2,1.5,1190,801
675000,5,2.5,3200,6455
415000,3,2.25,1970,2377
614000,3,2.5,2830,5831
385000,4,2.5,2630,5701
594000,4,2.75,2720,4613
860000,4,2.75,3160,8097
1.10E+06,4,4,3770,8899
775000,4,2.75,3500,6226
430760,5,2.75,2710,4685
755000,2,2.5,2170,6361
640000,2,2.25,1540,958
613500,3,3.25,1876,1531
780000,4,3.5,3720,213073
550000,4,2.5,3148,9612
789500,4,3.25,3240,4852
592000,5,3.5,3340,5000
454950,4,2.5,2413,5701
475000,4,2.5,2500,4500
659000,2,1.75,1180,904
570000,4,2.5,2890,5801
347500,5,3,2230,6551
205000,4,2.5,1767,4500
380000,3,3.25,1450,1468
718000,5,2.75,2930,7663
515805,5,2.75,2710,4136
1.03E+06,4,3.25,3600,18645
437718,3,2.5,1800,3265
450000,4,2.5,2290,5515
515000,3,2.5,1510,1178
204000,2,2.5,1090,13444
360000,3,2,1270,1323
550000,3,2.25,1540,1005
650880,3,2.5,2930,6050
1.79E+06,5,3.75,4360,8504
895900,4,3.5,3640,4983
585000,4,2.5,2430,4747
380000,3,2.25,1520,1464
565997,5,2.75,2730,5820
459000,3,3,2440,2076
550000,3,3.75,1580,1303
500000,3,2.25,1420,983
461500,5,3.25,2820,3275
2.15E+06,4,5.5,5060,10320
790000,4,2.5,2650,5000
735000,3,2.25,1490,1212
588000,4,2.5,3060,7710
724500,3,3.25,3240,4185
749000,3,2.75,2820,5348
720000,5,3.5,4140,7642
250000,2,1.5,982,846
790000,3,2.75,2460,3600
392440,4,2.5,2547,4800
280000,4,2.25,1834,7460
1.33E+06,4,4.5,3130,5126
649000,4,2.5,2730,4847
457000,2,2.5,1380,1329
2.23E+06,4,4.25,4700,10800
453000,3,3,2330,4284
329780,3,2.5,1730,3600
1.05E+06,2,2.5,2350,2390
771005,5,4.5,4000,6713
1.30E+06,3,2.5,3350,7752
607500,3,3.25,1530,1612
278000,2,2.25,1610,1968
475000,4,2.75,2620,6178
270000,3,2,1300,1920
1.30E+06,4,3.5,3590,5334
778983,4,2.5,2490,5647
221000,3,2.5,1320,1780
338800,4,2.25,1800,2752
834995,5,1.5,3360,5225
550000,4,2.5,3220,9328
575000,3,3.5,2514,1559
649000,4,2.75,3130,9711
545000,4,2.5,2720,4738
625000,2,2.25,1390,916
1.04E+06,4,4.5,4920,270236
611000,3,2.5,2134,1984
300000,3,2.5,1741,5701
577000,3,2.5,2560,5238
349990,4,2.5,2220,3561
650000,3,2.5,1910,4363
378000,2,1.5,980,853
313200,3,2.5,1950,4197
1.21E+06,5,4.25,4150,12015
252500,2,1.5,1110,986
308000,3,2.5,1250,1150
803100,4,2.5,3310,5404
415000,4,2.5,2020,5501
785000,4,3.5,3310,4850
499950,4,2.5,2798,4473
216000,4,2.5,1847,8000
380000,4,2.5,2420,4981
345000,4,2.5,2020,3600
456500,4,2.5,2400,6811
382495,3,2.5,1760,5390
324950,4,2.5,2110,4178
436472,4,2.5,2692,8392
365250,3,2.25,1490,4522
919990,5,3.25,3960,6352
316475,4,2.5,1740,4642
425000,4,2.5,1940,4517
302860,2,1,970,3279
298000,3,2.5,1852,4000
3.20E+06,4,4,4810,18851
950000,4,4,5635,9695
333000,3,2.5,1520,3041
289950,3,2.5,2099,4275
419950,3,2.25,1250,811
306000,2,1.5,1090,1183
498445,4,2.5,3216,5902
775950,4,2.5,2970,4400
605000,3,2.5,2610,6405
520000,2,1.75,1340,1368
849990,4,2.75,3300,4987
767450,3,2,1630,7599
665000,3,2.25,1590,929
525000,2,2.75,1310,1268
870515,4,3.5,3600,5697
390000,4,2.5,2154,4153
500000,3,1.75,1530,825
399950,3,2.25,1360,1041
305000,3,2.5,1320,2480
255000,4,2.5,1660,6724
415000,4,2.5,2891,6499
716500,3,2.5,2340,2155
425000,3,2.5,2320,2267
540000,4,2.5,2190,3855
324747,3,2.5,2060,4742
385000,3,2.5,1740,4145
270000,3,2.25,1400,3825
1.24E+06,5,4,4410,14380
672000,3,2.5,1780,1647
310000,3,2.5,1760,10137
3.00E+06,3,3.5,4410,10756
2.35E+06,6,4.25,5550,11547
427000,3,2.5,2432,9391
389950,3,2.5,2283,3996
309620,3,2.5,1860,3730
399895,4,2.5,2701,4500
442515,4,2.5,2930,4875
375000,3,2.25,1540,1561
309780,3,2.5,2242,4500
425000,3,2.5,1950,4345
405000,2,3,1160,1073
356250,3,2.5,2060,5115
550000,3,2.25,1230,875
340000,2,1.5,1160,1438
362865,4,2.5,2245,4301
1.36E+06,4,3.5,4120,12626
830000,4,2.5,3400,9692
1.60E+06,5,3.75,4270,7500
855000,4,3.5,2890,5911
1.21E+06,5,3.5,3220,8000
1.39E+06,4,3.5,4010,15365
400200,4,3.5,2260,30250
235000,2,1,1140,1730
349950,3,2,1640,4714
659950,4,2.75,3510,9400
785000,3,2.75,3010,1842
475000,2,2.25,1060,925
263900,3,2.5,1658,2700
342000,3,2.5,1960,3540
367899,3,2.5,2420,4725
657044,3,3.5,3420,23786
359950,2,1.5,893,965
879950,4,2.75,3020,7203
550000,4,2.5,2470,5954
279000,4,2.5,2009,4800
255000,3,2.5,1530,1116
609500,3,1.75,1590,1113
420000,5,3,2630,3149
570000,4,2.5,3230,7187
439000,3,2.25,1430,2343
310000,3,2.5,2242,5744
635000,4,2.5,2500,4000
399950,3,2.5,1230,922
805000,4,2.5,3020,3600
1.80E+06,4,3.5,3480,4000
1.21E+06,4,3,3330,7650
745000,4,2.5,3400,4840
329445,2,1.5,830,1119
588000,5,3,3110,4464
494815,3,2.5,1910,2091
591975,3,2.75,3230,5250
600000,5,2.75,3380,8179
673000,3,2.75,2830,3496
889950,5,3.5,3700,7055
500000,4,3,2520,4104
500000,3,2.25,1530,1396
890000,4,4.25,4420,5750
437000,3,3,1460,1180
419700,3,2.25,1450,1486
394000,3,2,1160,3441
342000,3,2,1640,4802
420000,3,1.75,1444,249126
580000,3,2.5,1620,1173
343000,2,1.5,1100,1228
390000,2,1.5,1340,1402
274000,3,1.5,1450,4694
700000,4,2.5,3040,7200
838000,4,2.5,2560,7210
300000,6,3,2744,9926
467000,3,2.25,1420,990
395000,2,1,700,7457
734000,5,4.25,4110,42755
480000,5,2.75,2670,4780
539000,3,2.75,2130,1400
459950,5,2.75,3078,6371
306500,2,1,840,892
408474,3,2.5,1800,2731
437000,3,2.75,2580,5200
160797,3,1.5,1270,2356
729000,4,3.5,3065,5440
499000,3,2.5,1861,1587
359950,4,2.75,2260,5705
929000,5,3.25,4150,7100
529950,2,2.5,1500,1174
461000,3,2.25,1620,998
271115,2,1.5,830,1325
653000,4,2.5,3120,5137
565000,3,2.5,1870,1058
529950,3,2.25,1240,1250
585000,4,2.5,2820,5612
609000,3,1.75,1630,1526
267000,3,2.25,1584,2800
557000,4,2.5,2840,4500
709950,4,3.25,3910,6293
625000,3,2.5,1730,1301
599000,3,2.75,1840,2060
920000,4,3.75,4030,503989
1.29E+06,4,3.5,3440,3800
324500,4,2.5,2110,3825
471500,3,2.5,2430,5866
1.02E+06,4,3.75,4690,207141
998000,4,3.5,3500,43560
262000,4,2.5,2070,8685
844000,4,3.5,3350,6350
745641,4,2.5,2440,4850
659950,5,3,3010,7357
339989,3,2.5,2060,4200
352500,2,2.5,1570,2399
525000,3,2.5,1580,1161
1.14E+06,5,3.5,4280,6530
491000,5,3.5,2815,4900
675000,4,2.5,2620,6114
344000,3,2.25,1250,1033
530000,4,2.5,3250,4500
290500,4,3.25,2510,7686
335000,2,1.75,1270,1685
3.00E+06,5,4,6670,16481
379000,3,2.5,1580,3075
385000,3,1.5,1360,2030
500012,4,2.5,2400,9612
366750,3,3,1571,2017
405000,2,2,1405,1073
356999,3,1.5,1010,1546
590000,2,2.5,1450,1281
294000,3,1.75,1420,1361
731500,4,2.5,2650,4644
837219,5,2.75,3030,7679
1.60E+06,4,5.5,6530,871200
798800,3,2.75,2670,3738
482500,2,2.5,1170,809
820000,4,2.5,3260,26772
319000,3,1.5,1480,1722
950000,3,2.5,2700,6947
1.27E+06,4,3.5,4640,13404
378000,3,2.5,1601,2491
3.35E+06,5,3.75,5350,15360
489950,3,2.5,2540,5237
345000,2,1.75,1030,1106
510000,3,2.5,2730,7136
432500,4,2.5,3172,5033
650000,4,2.5,3160,8530
750000,4,2.5,2850,12429
870000,4,3.5,2780,3100
900000,4,3.5,3860,6543
664950,2,1.75,1180,900
391000,3,2.25,1410,1290
1.80E+06,4,3.5,6370,205603
479349,5,3,3223,6371
661000,4,3.25,2600,2074
379000,3,3.25,1380,1234
415000,3,2.25,1620,998
375000,3,3.25,1370,1227
355000,3,2,1220,1186
540000,3,2.5,1280,1889
290000,2,1.5,770,850
500000,3,2.5,1210,1200
416000,4,2.5,2890,6322
349900,3,2.5,1580,2765
465000,3,2.25,1530,1245
950000,4,2.5,3670,7680
496800,4,2.25,1850,2340
680000,4,2.5,2440,6581
920000,4,3.25,2190,4265
1.29E+06,5,4,4360,8030
825000,4,2.75,3990,6637
292000,3,2.5,1270,1283
576000,4,2.5,3340,6924
670000,2,2,1500,761
953007,4,3.5,3120,5086
399000,4,2.5,2480,4334
399000,2,2,1110,1155
847093,4,2.75,2760,5670
599950,3,2.5,1510,1493
499000,3,2.5,1460,1614
760000,4,2.75,3980,285318
1.70E+06,4,3.75,3320,8234
1.03E+06,4,3.25,3270,5187
515000,4,2.5,2670,8765
355000,3,2.25,1410,1332
319900,4,2.75,2475,4000
460000,3,3.5,1600,1431
305000,2,1,1290,3383
280000,3,2.5,1608,4818
394950,2,2.25,1300,2104
382000,4,3.5,2530,3000
560000,3,2.5,1390,1411
